"codigoestacion","codigosensor","fechaobservacion","valorobservado","nombreestacion","departamento","municipio","zonahidrografica","latitud","longitud","descripcionsensor","unidadmedida"
"0015065040","0103","2020-06-03T13:50:00.000","2.5","LA PAULINA - AUT","LA GUAJIRA","FONSECA","CARIBE - GUAJIRA","10.89813889","-72.82847222","Velocidad Viento (10 min)","m/s"
"5102500128","0103","2020-06-03T18:50:00.000","0.5","RESERVA NATURAL LA PLANADA - AUT","NARIÑO","RICAURTE","MIRA","1.157833333","-77.9765","Velocidad Viento (10 min)","m/s"
"0023055502","0103","2020-06-03T00:40:00.000","0.05325175","VILLARAZ  - AUT","CALDAS","PENSILVANIA","MEDIO MAGDALENA","5.383333333","-75.06638889","Velocidad Viento (10 min)","m/s"
"0025025190","0103","2020-06-03T06:10:00.000","0.5","PLANETA RICA  - AUT","CORDOBA","PLANETA RICA","BAJO MAGDALENA- CAUCA -SAN JORGE","8.399333333","-75.58372222","Velocidad Viento (10 min)","m/s"
"0024035340","0103","2020-06-03T12:20:00.000","1.6","AEROPUERTO A LLERAS C","BOYACÁ","SOGAMOSO","SOGAMOSO","5.677","-72.968","Velocidad Viento (10 min)","m/s"
"0026125502","0103","2020-06-03T10:30:00.000","0.5203458","CAICEDONIA  - AUT","VALLE DEL CAUCA","CAICEDONIA","CAUCA","4.297558333","-75.86396111","Velocidad Viento (10 min)","m/s"
"0026075501","0103","2020-06-03T05:15:00.000","0.005990639","FLORIDA  - AUT","VALLE DEL CAUCA","FLORIDA","CAUCA","3.291469444","-76.17735833","Velocidad Viento (10 min)","m/s"
"0035215020","0103","2020-06-03T20:40:00.000","0.9","APTO YOPAL","CASANARE","YOPAL","META","5.32","-72.388","Velocidad Viento (10 min)","m/s"
"0057025020","0103","2020-06-03T01:10:00.000","0.7","GORGONA GUAPI","CAUCA","GUAPI","GUAVIARE","2.963","-78.174","Velocidad Viento (10 min)","m/s"
"2403500083","0103","2020-06-03T11:00:00.000","1.5","PESCA - AUT","BOYACÁ","PESCA","SOGAMOSO","5.523033333","-73.076847222","Velocidad Viento (10 min)","m/s"
"0026125507","0103","2020-06-03T10:45:00.000","0","ARTURO GOMEZ  - AUT","VALLE DEL CAUCA","ALCALÁ","CAUCA","4.671388889","-75.77721944","Velocidad Viento (10 min)","m/s"
"0021205910","0103","2020-06-03T00:30:00.000","0.9","LA COSECHA - AUT","CUNDINAMARCA","ZIPAQUIRÁ","ALTO MAGDALENA","4.989222222","-74.00119444","Velocidad Viento (10 min)","m/s"
"2604500134","0103","2020-06-03T13:30:00.000","0.5","TORIBIO ALERTAS   TORIBIO - AUT","CAUCA","TORIBÍO","CAUCA","2.952388889","-76.262083333","Velocidad Viento (10 min)","m/s"
"1501500054","0103","2020-06-03T07:40:00.000","0","SAN ISIDRO BONDA - AUT","MAGDALENA","SANTA MARTA","CARIBE - GUAJIRA","11.230522222","-74.059786111","Velocidad Viento (10 min)","m/s"
"2501500120","0103","2020-06-03T05:10:00.000","0.5","JUAN JOSE - AUT","CORDOBA","PUERTO LIBERTADOR","BAJO MAGDALENA- CAUCA -SAN JORGE","7.730194444","-75.851580556","Velocidad Viento (10 min)","m/s"
"0026115501","0103","2020-06-03T05:40:00.000","0.01424319","MANUEL MARIA MALLARINO  - AUT","VALLE DEL CAUCA","TRUJILLO","CAUCA","4.213611111","-76.31497222","Velocidad Viento (10 min)","m/s"
"0029065130","0103","2020-06-03T14:30:00.000","2.2","LA GRAN VIA - AUT","MAGDALENA","ZONA BANANERA","BAJO MAGDALENA","10.85","-74.13333333","Velocidad Viento (10 min)","m/s"
"0052055230","0103","2020-06-03T18:00:00.000","1.7","AEROPUERTO SAN LUIS - AUT","NARIÑO","ALDANA","PATÍA","0.857","-77.678","Velocidad Viento (10 min)","m/s"
"2802500079","0103","2020-06-03T23:50:00.000","0.4","CARACOLÍ HDA MANATURE - AUT","CESAR","VALLEDUPAR","CESAR","10.088694444","-73.731666667","Velocidad Viento (10 min)","m/s"
"0022025501","0103","2020-06-03T01:25:00.000","0","ATACO  - AUT","TOLIMA","ATACO","SALDAÑA","3.416666667","-75.63305556","Velocidad Viento (10 min)","m/s"
"0015065501","0103","2020-06-03T12:40:00.000","3.4","LA MINA CERREJON  - AUT","LA GUAJIRA","ALBANIA","CARIBE - GUAJIRA","11.13758333","-72.61594444","Velocidad Viento (10 min)","m/s"
"5311500121","0103","2020-06-03T02:30:00.000","4.2","LA CUMBRE - AUT","VALLE DEL CAUCA","LA CUMBRE","TAPAJE - DAGUA - DIRECTOS","3.645194444","-76.56475","Velocidad Viento (10 min)","m/s"
"0023055502","0103","2020-06-03T09:10:00.000","2.59765","VILLARAZ  - AUT","CALDAS","PENSILVANIA","MEDIO MAGDALENA","5.383333333","-75.06638889","Velocidad Viento (10 min)","m/s"
"0015015060","0103","2020-06-03T06:40:00.000","2.1","SAN LORENZO  - AUT","MAGDALENA","SANTA MARTA","CARIBE - GUAJIRA","11.11108333","-74.05469444","Velocidad Viento (10 min)","m/s"
"0016035030","0103","2020-06-03T00:10:00.000","0.6","SARDINATA  - AUT","NORTE DE SANTANDER","SARDINATA","CATATUMBO","8.076666667","-72.80305556","Velocidad Viento (10 min)","m/s"
"0023065502","0103","2020-06-03T09:55:00.000","1.88259","LA PALMA  - AUT","CUNDINAMARCA","LA PALMA","MEDIO MAGDALENA","5.330266667","-74.40156111","Velocidad Viento (10 min)","m/s"
"0021015030","0103","2020-06-03T16:30:00.000","0.6","PARQUE ARQUEOLOGICO - AUT","HUILA","SAN AGUSTÍN","ALTO MAGDALENA","1.888472222","-76.29497222","Velocidad Viento (10 min)","m/s"
"0024015501","0103","2020-06-03T13:20:00.000","2.497399","BERTHA  - AUT","BOYACÁ","MONIQUIRÁ","SOGAMOSO","5.882777778","-73.57333056","Velocidad Viento (10 min)","m/s"
"0053115501","0103","2020-06-03T13:30:00.000","0","DAGUA  - AUT","VALLE DEL CAUCA","DAGUA","TAPAJE - DAGUA - DIRECTOS","3.610441667","-76.63785833","Velocidad Viento (10 min)","m/s"
"0026075150","0103","2020-06-03T06:30:00.000","0.8","APTO ALFONSO BONILLA ARAGON - TX GPRS","VALLE DEL CAUCA","PALMIRA","CAUCA","3.533","-76.382","Velocidad Viento (10 min)","m/s"
"1501500054","0103","2020-06-03T07:00:00.000","0","SAN ISIDRO BONDA - AUT","MAGDALENA","SANTA MARTA","CARIBE - GUAJIRA","11.230522222","-74.059786111","Velocidad Viento (10 min)","m/s"
"0011045010","0103","2020-06-03T00:50:00.000","1.6","PR CHOCO: APTO EL CARANO","CHOCO","QUIBDÓ","ATRATO - DARIÉN","5.691","-76.644","Velocidad Viento (10 min)","m/s"
"5311500121","0103","2020-06-03T12:40:00.000","4","LA CUMBRE - AUT","VALLE DEL CAUCA","LA CUMBRE","TAPAJE - DAGUA - DIRECTOS","3.645194444","-76.56475","Velocidad Viento (10 min)","m/s"
"0026085501","0103","2020-06-03T13:50:00.000","0.0120712","LA CELIA  - AUT","RISARALDA","LA CELIA","CAUCA","5.001330556","-75.998","Velocidad Viento (10 min)","m/s"
"0026155150","0103","2020-06-03T12:10:00.000","2","LAS BRISAS - AUT","CALDAS","VILLAMARIA","MEDIO MAGDALENA","4.934527778","-75.35038889","Velocidad Viento (10 min)","m/s"
"0017017001","0103","2020-06-03T06:40:00.000","3.53","JHONNY CAY","SAN ANDRÉS PROVIDENCIA","SAN ANDRÉS","ISLAS CARIBE","12.599","-81.689","Velocidad Viento (10 min)","m/s"
"0021205526","0103","2020-06-03T15:00:00.000","0.495","PEDRO PALO  - AUT","CUNDINAMARCA","TENA","ALTO MAGDALENA","4.691","-74.389","Velocidad Viento (10 min)","m/s"
"0035075070","0103","2020-06-03T21:40:00.000","0.3","CHINAVITA - AUT","BOYACÁ","CHINAVITA","META","5.21925","-73.35038889","Velocidad Viento (10 min)","m/s"
"1303500074","0103","2020-06-03T10:30:00.000","1.4","LOMA VERDE - AUT","CORDOBA","MONTERÍA","SINÚ","8.508777778","-76.175416667","Velocidad Viento (10 min)","m/s"
"0026125508","0103","2020-06-03T13:45:00.000","0","LACATALINA  - AUT","RISARALDA","PEREIRA","CAUCA","4.7475","-75.73805556","Velocidad Viento (10 min)","m/s"
"2612500124","0103","2020-06-03T21:30:00.000","1","PIJAO - AUT","QUINDÍO","PIJAO","CAUCA","4.331361111","-75.684138889","Velocidad Viento (10 min)","m/s"
"0021205480","0103","2020-06-03T07:10:00.000","1.521","IBERIA LA","CUNDINAMARCA","CHOCONTÁ","ALTO MAGDALENA","5.033","-73.717","Velocidad Viento (10 min)","m/s"
"0027015320","0103","2020-06-03T11:30:00.000","3.2","ARAGON - AUT","ANTIOQUIA","SANTA ROSA DE OSOS","NECHÍ","6.781083333","-75.560888889","Velocidad Viento (10 min)","m/s"
"0028025120","0103","2020-06-03T11:20:00.000","2.5","SERRANIA DEL PERIJA  - AUT","CESAR","AGUSTÍN CODAZZI","CESAR","10.02908333","-73.04619444","Velocidad Viento (10 min)","m/s"
"0016015120","0103","2020-06-03T11:40:00.000","2.7","UNIVERSIDAD DE PAMPLONA  - AUT","NORTE DE SANTANDER","PAMPLONA","CATATUMBO","7.360944444","-72.66605556","Velocidad Viento (10 min)","m/s"
"0026195502","0103","2020-06-03T15:00:00.000","0","CIUDAD BOLIVAR  - AUT","ANTIOQUIA","CIUDAD BOLÍVAR","CAUCA","5.868666667","-75.99044167","Velocidad Viento (10 min)","m/s"
"2306500106","0103","2020-06-03T22:40:00.000","2.3","ALTO DEL TRIGO - AUT","CUNDINAMARCA","GUADUAS","MEDIO MAGDALENA","5.001902778","-74.537586111","Velocidad Viento (10 min)","m/s"
"0031095030","0103","2020-06-03T04:40:00.000","1","PTO INIRIDA","GUAINÍA","INÍRIDA","INÍRIDA","3.868","-67.932","Velocidad Viento (10 min)","m/s"
"0021205710","0103","2020-06-03T19:10:00.000","0.4","JARDIN BOTANICO  - AUT","BOGOTA","BOGOTA, D.C","ALTO MAGDALENA","4.669333333","-74.10266667","Velocidad Viento (10 min)","m/s"
"3206500058","0103","2020-06-03T16:00:00.000","1.4","LEJANÍAS - AUT","META","LEJANÍAS","GUAVIARE","3.518202778","-74.0063","Velocidad Viento (10 min)","m/s"
"0027015320","0103","2020-06-03T14:20:00.000","1.2","ARAGON - AUT","ANTIOQUIA","SANTA ROSA DE OSOS","NECHÍ","6.781083333","-75.560888889","Velocidad Viento (10 min)","m/s"
"2403500081","0103","2020-06-03T00:40:00.000","0.9","SOTAQUIRÁ - AUT","BOYACÁ","SOTAQUIRÁ","SOGAMOSO","5.749661111","-73.234922222","Velocidad Viento (10 min)","m/s"
"2802500079","0103","2020-06-03T18:10:00.000","0.9","CARACOLÍ HDA MANATURE - AUT","CESAR","VALLEDUPAR","CESAR","10.088694444","-73.731666667","Velocidad Viento (10 min)","m/s"
"0026125061","0103","2020-06-03T19:10:00.000","0.7","APTO EL EDEN","QUINDÍO","ARMENIA","CAUCA","4.455","-75.766","Velocidad Viento (10 min)","m/s"
"0016015130","0103","2020-06-03T22:30:00.000","2.4","ALCALDIA DE HERRAN  - AUT","NORTE DE SANTANDER","HERRÁN","CATATUMBO","7.506722222","-72.48536111","Velocidad Viento (10 min)","m/s"
"0052055230","0103","2020-06-03T05:20:00.000","0.4","AEROPUERTO SAN LUIS - AUT","NARIÑO","ALDANA","PATÍA","0.857","-77.678","Velocidad Viento (10 min)","m/s"
"1111500036","0103","2020-06-03T10:30:00.000","1.1","ABRIAQUI - AUT","ANTIOQUIA","ABRIAQUÍ","ATRATO - DARIÉN","6.6363","-76.070733333","Velocidad Viento (10 min)","m/s"
"0016025040","0103","2020-06-03T00:30:00.000","0.8","CINERA-VILLA OLGA","NORTE DE SANTANDER","CÚCUTA","CATATUMBO","8.167777778","-72.46861111","Velocidad Viento (10 min)","m/s"
"0023190130","0103","2020-06-03T04:00:00.000","0.5","TONA  - AUT","SANTANDER","TONA","MEDIO MAGDALENA","7.196111111","-72.97055556","Velocidad Viento (10 min)","m/s"
"0016035030","0103","2020-06-03T10:00:00.000","0.9","SARDINATA  - AUT","NORTE DE SANTANDER","SARDINATA","CATATUMBO","8.076666667","-72.80305556","Velocidad Viento (10 min)","m/s"
"0023125501","0103","2020-06-03T06:45:00.000","0","PAUNA  - AUT","BOYACÁ","PAUNA","MEDIO MAGDALENA","5.657130556","-73.96032778","Velocidad Viento (10 min)","m/s"
"0035075070","0103","2020-06-03T22:20:00.000","0.4","CHINAVITA - AUT","BOYACÁ","CHINAVITA","META","5.21925","-73.35038889","Velocidad Viento (10 min)","m/s"
"0026185501","0103","2020-06-03T09:05:00.000","1.123654","SONSON  - AUT","ANTIOQUIA","SONSÓN","CAUCA","5.677719444","-75.34780556","Velocidad Viento (10 min)","m/s"
"0023125160","0103","2020-06-03T09:10:00.000","0.8","SAN PABLO DE BORBUR  - AUT","BOYACÁ","SAN PABLO DE BORBUR","MEDIO MAGDALENA","5.647027778","-74.07130556","Velocidad Viento (10 min)","m/s"
"0023190700","0103","2020-06-03T06:00:00.000","0.4","PIEDECUESTA GRANJA","SANTANDER","PIEDECUESTA","MEDIO MAGDALENA","6.993333333","-73.06777778","Velocidad Viento (10 min)","m/s"
"1508500053","0103","2020-06-03T22:20:00.000","5.5","PUERTO ESTRELLA - AUT","LA GUAJIRA","URIBIA","CARIBE - GUAJIRA","12.339194444","-71.345080556","Velocidad Viento (10 min)","m/s"
"2302500064","0103","2020-06-03T13:10:00.000","0.5","MANZANARES - AUT","CALDAS","MANZANARES","MEDIO MAGDALENA","5.265055556","-75.143055556","Velocidad Viento (10 min)","m/s"
"0021205910","0103","2020-06-03T13:00:00.000","1.2","LA COSECHA - AUT","CUNDINAMARCA","ZIPAQUIRÁ","ALTO MAGDALENA","4.989222222","-74.00119444","Velocidad Viento (10 min)","m/s"
"2403500085","0103","2020-06-03T00:30:00.000","1.1","SUSA - AUT","SANTANDER","ONZAGA","SOGAMOSO","6.187794444","-72.835602778","Velocidad Viento (10 min)","m/s"
"0025025190","0103","2020-06-03T17:40:00.000","0.7","PLANETA RICA  - AUT","CORDOBA","PLANETA RICA","BAJO MAGDALENA- CAUCA -SAN JORGE","8.399333333","-75.58372222","Velocidad Viento (10 min)","m/s"
"0021015502","0103","2020-06-03T13:05:00.000","0.01681521","SAN AGUSTIN  - AUT","HUILA","SAN AGUSTÍN","ALTO MAGDALENA","1.851416667","-76.30433056","Velocidad Viento (10 min)","m/s"
"0057015010","0103","2020-06-03T21:10:00.000","1.55","MALPELO - DIMAR","VALLE DEL CAUCA","BUENAVENTURA","BAUDÓ - DIRECTOS PACIFICO","4.096","-81.609","Velocidad Viento (10 min)","m/s"
"0026215501","0103","2020-06-03T15:40:00.000","0","CONCORDIA  - AUT","ANTIOQUIA","CONCORDIA","CAUCA","6.042441667","-75.92149722","Velocidad Viento (10 min)","m/s"
"0026125710","0103","2020-06-03T02:00:00.000","1.9","APTO MATECAÑA TX GPS/GOES","RISARALDA","PEREIRA","CAUCA","4.813","-75.74","Velocidad Viento (10 min)","m/s"
"0026125507","0103","2020-06-03T11:30:00.000","0","ARTURO GOMEZ  - AUT","VALLE DEL CAUCA","ALCALÁ","CAUCA","4.671388889","-75.77721944","Velocidad Viento (10 min)","m/s"
"0021195120","0103","2020-06-03T06:40:00.000","1.9","ITA VALSALICE  - AUT","CUNDINAMARCA","SILVANIA","ALTO MAGDALENA","4.395777778","-74.39613889","Velocidad Viento (10 min)","m/s"
"0015015060","0103","2020-06-03T15:50:00.000","0.5","SAN LORENZO  - AUT","MAGDALENA","SANTA MARTA","CARIBE - GUAJIRA","11.11108333","-74.05469444","Velocidad Viento (10 min)","m/s"
"2702500107","0103","2020-06-03T04:30:00.000","0.6","ANGOSTURA - AUT","ANTIOQUIA","ANGOSTURA","NECHÍ","6.900555556","-75.326019444","Velocidad Viento (10 min)","m/s"
"0021206280","0103","2020-06-03T15:20:00.000","1","ACAPULCO","CUNDINAMARCA","BOJACÁ","ALTO MAGDALENA","4.653833333","-74.33305556","Velocidad Viento (10 min)","m/s"
"0025025350","0103","2020-06-03T10:40:00.000","0.8","PUERTA ROJA - AUT","SUCRE","SINCELEJO","BAJO MAGDALENA- CAUCA -SAN JORGE","9.316388889","-75.3875","Velocidad Viento (10 min)","m/s"
"2501500120","0103","2020-06-03T11:30:00.000","2.6","JUAN JOSE - AUT","CORDOBA","PUERTO LIBERTADOR","BAJO MAGDALENA- CAUCA -SAN JORGE","7.730194444","-75.851580556","Velocidad Viento (10 min)","m/s"
"2403500041","0103","2020-06-03T00:00:00.000","1.2","DUITAMA - AUT","BOYACÁ","PAIPA","SOGAMOSO","5.78755","-73.081783333","Velocidad Viento (10 min)","m/s"
"0029065000","0103","2020-06-03T23:10:00.000","0.8","MEDIA LUNA - AUT","MAGDALENA","PIVIJAI","BAJO MAGDALENA","10.51002778","-74.50666667","Velocidad Viento (10 min)","m/s"
"0021205519","0103","2020-06-03T17:50:00.000","4.333","SAN FORTUNATO  - AUT","CUNDINAMARCA","SIBATÉ","ALTO MAGDALENA","4.452","-74.272","Velocidad Viento (10 min)","m/s"
"0056015010","0103","2020-06-03T10:40:00.000","0.6","PR CHOCO: PANAMERICANA","CHOCÓ","BAHÍA SOLANO (MUTIS)","PACÍFICO - DIRECTOS","6.223","-77.404","Velocidad Viento (10 min)","m/s"
"3701500117","0103","2020-06-03T17:00:00.000","4","EL PORTILLO - AUT","NORTE DE SANTANDER","SILOS","ARAUCA","7.056497222","-72.790291667","Velocidad Viento (10 min)","m/s"
"0011080010","0103","2020-06-03T08:20:00.000","2.4","PR CHOCO: BELLAVISTA","CHOCÓ","BOJAYÁ (BELLAVISTA)","ATRATO - DARIÉN","6.559","-76.885","Velocidad Viento (10 min)","m/s"
"0021205660","0103","2020-06-03T13:10:00.000","3","MERCEDES - AUT","CUNDINAMARCA","ANAPOIMA","ALTO MAGDALENA","4.581888889","-74.52661111","Velocidad Viento (10 min)","m/s"
"0026125505","0103","2020-06-03T08:30:00.000","0","LA BELLA  - AUT","QUINDÍO","CALARCÁ","CAUCA","4.501111111","-75.67138889","Velocidad Viento (10 min)","m/s"
"0023065110","0103","2020-06-03T17:20:00.000","2.1","YACOPI  - AUT","CUNDINAMARCA","YACOPÍ","MEDIO MAGDALENA","5.484166667","-74.35458333","Velocidad Viento (10 min)","m/s"
"0021015030","0103","2020-06-03T16:50:00.000","0.8","PARQUE ARQUEOLOGICO - AUT","HUILA","SAN AGUSTÍN","ALTO MAGDALENA","1.888472222","-76.29497222","Velocidad Viento (10 min)","m/s"
"0027015320","0103","2020-06-03T19:20:00.000","0.3","ARAGON - AUT","ANTIOQUIA","SANTA ROSA DE OSOS","NECHÍ","6.781083333","-75.560888889","Velocidad Viento (10 min)","m/s"
"0052015501","0103","2020-06-03T16:20:00.000","0.1723453","BALBOA  - AUT","CAUCA","BALBOA","PATÍA","2.125191667","-77.19266667","Velocidad Viento (10 min)","m/s"
"0021015502","0103","2020-06-03T02:20:00.000","0.02875013","SAN AGUSTIN  - AUT","HUILA","SAN AGUSTÍN","ALTO MAGDALENA","1.851416667","-76.30433056","Velocidad Viento (10 min)","m/s"
"0022025501","0103","2020-06-03T01:20:00.000","0","ATACO  - AUT","TOLIMA","ATACO","SALDAÑA","3.416666667","-75.63305556","Velocidad Viento (10 min)","m/s"
"0026225060","0103","2020-06-03T16:30:00.000","0.4","HACIENDA COTOVE - AUT","ANTIOQUIA","SANTA FE DE ANTIOQUIA","CAUCA","6.533916667","-75.82733333","Velocidad Viento (10 min)","m/s"
"2906500077","0103","2020-06-03T22:40:00.000","0.6","PALMOR - SIERRA NEVADA - AUT","MAGDALENA","CIÉNAGA","BAJO MAGDALENA","10.77175","-74.019138889","Velocidad Viento (10 min)","m/s"
"0021205511","0103","2020-06-03T21:10:00.000","1.274","EL OKAL  - AUT","CUNDINAMARCA","VILLAGÓMEZ","ALTO MAGDALENA","5.001","-73.733","Velocidad Viento (10 min)","m/s"
"2615500122","0103","2020-06-03T14:30:00.000","2.1","LA ESPERANZA ANDALUCIA - AUT","CALDAS","MANIZALES","CAUCA","5.017777778","-75.356583333","Velocidad Viento (10 min)","m/s"
"0027015330","0103","2020-06-03T05:20:00.000","1","APTO OLAYA HERRERA - TX GPRS","ANTIOQUIA","MEDELLÍN","NECHÍ","6.221","-75.589","Velocidad Viento (10 min)","m/s"
"0035075090","0103","2020-06-03T11:00:00.000","3.225","MACHETA - CHIVOR","CUNDINAMARCA","MACHETÁ","META","5.083","-73.65","Velocidad Viento (10 min)","m/s"
"0052015501","0103","2020-06-03T12:15:00.000","0.01407554","BALBOA  - AUT","CAUCA","BALBOA","PATÍA","2.125191667","-77.19266667","Velocidad Viento (10 min)","m/s"
"0015065190","0103","2020-06-03T20:20:00.000","13.4","MONGUI","LA GUAJIRA","RIOHACHA","CARIBE - GUAJIRA","11.227","-72.821","Velocidad Viento (10 min)","m/s"
"0022045502","0103","2020-06-03T11:05:00.000","1.738304","EL RUBY  - AUT","TOLIMA","PLANADAS","SALDAÑA","3.95","-75.66666667","Velocidad Viento (10 min)","m/s"
"0021195501","0103","2020-06-03T14:30:00.000","2.44827","GRANJA TIBACUY  - AUT","CUNDINAMARCA","TIBACUY","ALTO MAGDALENA","4.363052778","-74.43527778","Velocidad Viento (10 min)","m/s"
"2805500075","0103","2020-06-03T03:40:00.000","0.3","CURUMANÍ - AUT","CESAR","CURUMANÍ","CESAR","9.238138889","-73.512916667","Velocidad Viento (10 min)","m/s"
"2401500086","0103","2020-06-03T16:50:00.000","2.9","TUNJA-U.P.T.C - AUT","BOYACÁ","SAMACÁ","SOGAMOSO","5.4417","-73.5522","Velocidad Viento (10 min)","m/s"
"2302500037","0103","2020-06-03T08:00:00.000","0.8","BRASIL - AUT","CALDAS","MARULANDA","MEDIO MAGDALENA","5.139916667","-75.316638889","Velocidad Viento (10 min)","m/s"
"0026075501","0103","2020-06-03T02:45:00.000","0.1389123","FLORIDA  - AUT","VALLE DEL CAUCA","FLORIDA","CAUCA","3.291469444","-76.17735833","Velocidad Viento (10 min)","m/s"
"0021205660","0103","2020-06-03T06:10:00.000","0.3","MERCEDES - AUT","CUNDINAMARCA","ANAPOIMA","ALTO MAGDALENA","4.581888889","-74.52661111","Velocidad Viento (10 min)","m/s"
"0026125508","0103","2020-06-03T16:15:00.000","1.708841","LACATALINA  - AUT","RISARALDA","PEREIRA","CAUCA","4.7475","-75.73805556","Velocidad Viento (10 min)","m/s"
"0035025110","0103","2020-06-03T15:10:00.000","67.1","LA LIBERTAD - AUT","META","VILLAVICENCIO","META","4.057361111","-73.46791667","Velocidad Viento (10 min)","m/s"
"2403500085","0103","2020-06-03T01:30:00.000","1.3","SUSA - AUT","SANTANDER","ONZAGA","SOGAMOSO","6.187794444","-72.835602778","Velocidad Viento (10 min)","m/s"
"0016015502","0103","2020-06-03T09:45:00.000","0.9080479","BLONAY  - AUT","NORTE DE SANTANDER","CHINÁCOTA","CATATUMBO","7.564997222","-72.62110833","Velocidad Viento (10 min)","m/s"
"0023085270","0103","2020-06-03T06:40:00.000","0.4","APTO J.M CORDOVA TX GPRS","ANTIOQUIA","RIONEGRO","MEDIO MAGDALENA","6.169","-75.426","Velocidad Viento (10 min)","m/s"
"0016055501","0103","2020-06-03T10:50:00.000","2.573235","GABRIEL MARIA  - AUT","NORTE DE SANTANDER","CONVENCIÓN","CATATUMBO","8.412497222","-73.33944167","Velocidad Viento (10 min)","m/s"
"0035025501","0103","2020-06-03T13:05:00.000","0","QUETAME  - AUT","CUNDINAMARCA","QUETAME","META","4.297941667","-73.87238889","Velocidad Viento (10 min)","m/s"
"0023195200","0103","2020-06-03T17:50:00.000","1.9","CACHIRI  - AUT","SANTANDER","SURATÁ","MEDIO MAGDALENA","7.473888889","-72.99111111","Velocidad Viento (10 min)","m/s"
"0035075080","0103","2020-06-03T17:50:00.000","0.6","PARAMO RABANAL - AUT","BOYACÁ","VENTAQUEMADA","META","5.392388889","-73.56277778","Velocidad Viento (10 min)","m/s"
"0035215030","0103","2020-06-03T11:40:00.000","5.6","PERENCO: PISBA","BOYACÁ","PISVA","META","5.721","-72.488","Velocidad Viento (10 min)","m/s"
"0026155505","0103","2020-06-03T06:20:00.000","0.06503733","GRANJA LUKER  - AUT","CALDAS","PALESTINA","CAUCA","5.070275","-75.68555278","Velocidad Viento (10 min)","m/s"
"0026125710","0103","2020-06-03T03:20:00.000","1.8","APTO MATECAÑA TX GPS/GOES","RISARALDA","PEREIRA","CAUCA","4.813","-75.74","Velocidad Viento (10 min)","m/s"
"0023085270","0103","2020-06-03T14:10:00.000","1.6","APTO J.M CORDOVA TX GPRS","ANTIOQUIA","RIONEGRO","MEDIO MAGDALENA","6.169","-75.426","Velocidad Viento (10 min)","m/s"
"0021215501","0103","2020-06-03T09:45:00.000","0.01694657","ESPERANZA LA  - AUT","TOLIMA","IBAGUÉ","ALTO MAGDALENA","4.45","-75.25","Velocidad Viento (10 min)","m/s"
"0035195060","0103","2020-06-03T13:20:00.000","5.5","PERENCO: TOQUILLA","BOYACÁ","AQUITANIA","META","5.524","-72.791","Velocidad Viento (10 min)","m/s"
"0026085501","0103","2020-06-03T00:35:00.000","0.649434","LA CELIA  - AUT","RISARALDA","LA CELIA","CAUCA","5.001330556","-75.998","Velocidad Viento (10 min)","m/s"
"0026155502","0103","2020-06-03T03:00:00.000","0.002611223","CENICAFE  - AUT","CALDAS","MANIZALES","CAUCA","4.991111111","-75.59749722","Velocidad Viento (10 min)","m/s"
"0021055501","0103","2020-06-03T11:40:00.000","1.563345","SIMON CAMPOS  - AUT","HUILA","LA PLATA","ALTO MAGDALENA","2.345830556","-75.87805556","Velocidad Viento (10 min)","m/s"
"0054025010","0103","2020-06-03T13:20:00.000","1.6","PR CHOCO: SAN JOSE PALMAR","CHOCÓ","SAN JOSÉ DEL PALMAR","SAN JUÁN","4.898","-76.232","Velocidad Viento (10 min)","m/s"
"0011050020","0103","2020-06-03T12:20:00.000","3.2","PR CHOCO: BETE","CHOCÓ","MEDIO ATRATO (BETÉ)","ATRATO - DARIÉN","5.995","-76.78","Velocidad Viento (10 min)","m/s"
"0012025040","0103","2020-06-03T15:20:00.000","1.2","TURBO - AUT","ANTIOQUIA","TURBO","CARIBE - LITORAL","8.091805556","-76.71633333","Velocidad Viento (10 min)","m/s"
"0021206280","0103","2020-06-03T23:50:00.000","1.4","ACAPULCO","CUNDINAMARCA","BOJACÁ","ALTO MAGDALENA","4.653833333","-74.33305556","Velocidad Viento (10 min)","m/s"
"0015065180","0103","2020-06-03T08:40:00.000","4","APTO ALMIRANTE PADILLA TX GPRS","LA GUAJIRA","RIOHACHA","CARIBE - GUAJIRA","11.53","-72.918","Velocidad Viento (10 min)","m/s"
"2401500086","0103","2020-06-03T21:10:00.000","0.8","TUNJA-U.P.T.C - AUT","BOYACÁ","SAMACÁ","SOGAMOSO","5.4417","-73.5522","Velocidad Viento (10 min)","m/s"
"0016015110","0103","2020-06-03T12:50:00.000","1.4","UNIVERSIDAD FRANCISO DE PAULA SANTANDER - AUT","NORTE DE SANTANDER","CÚCUTA","CATATUMBO","7.898777778","-72.48716667","Velocidad Viento (10 min)","m/s"
"2401500040","0103","2020-06-03T05:10:00.000","1.4","CUCUNUBA - AUT","CUNDINAMARCA","CUCUNUBÁ","SOGAMOSO","5.219558333","-73.784541667","Velocidad Viento (10 min)","m/s"
"2319500043","0103","2020-06-03T07:20:00.000","0.4","FLORIDABLANCA - AUT","SANTANDER","FLORIDABLANCA","MEDIO MAGDALENA","7.0568","-73.1094","Velocidad Viento (10 min)","m/s"
