"codigoestacion","codigosensor","fechaobservacion","valorobservado","nombreestacion","departamento","municipio","zonahidrografica","latitud","longitud","descripcionsensor","unidadmedida"
"0024055080","0103","2020-06-03T15:20:00.000","1.6","VIZCAINA LA LIZAMA  - AUT","SANTANDER","BARRANCABERMEJA","SOGAMOSO","6.982972222","-73.70488889","Velocidad Viento (10 min)","m/s"
"0026125508","0103","2020-06-03T05:45:00.000","0","LACATALINA  - AUT","RISARALDA","PEREIRA","CAUCA","4.7475","-75.73805556","Velocidad Viento (10 min)","m/s"
"0023025501","0103","2020-06-03T14:25:00.000","0.2048905","MANZANARES  - AUT","CALDAS","MANZANARES","MEDIO MAGDALENA","5.163913889","-75.11740833","Velocidad Viento (10 min)","m/s"
"0023055502","0103","2020-06-03T12:30:00.000","1.642449","VILLARAZ  - AUT","CALDAS","PENSILVANIA","MEDIO MAGDALENA","5.383333333","-75.06638889","Velocidad Viento (10 min)","m/s"
"0035215020","0103","2020-06-03T08:50:00.000","1.3","APTO YOPAL","CASANARE","YOPAL","META","5.32","-72.388","Velocidad Viento (10 min)","m/s"
"0011050020","0103","2020-06-03T15:20:00.000","2.3","PR CHOCO: BETE","CHOCÓ","MEDIO ATRATO (BETÉ)","ATRATO - DARIÉN","5.995","-76.78","Velocidad Viento (10 min)","m/s"
"0023085080","0103","2020-06-03T02:20:00.000","0.4","GRANJA EXPERIOMENTAL EL NUS  - AUT","ANTIOQUIA","SAN ROQUE","MEDIO MAGDALENA","6.483583333","-74.83669444","Velocidad Viento (10 min)","m/s"
"0057025020","0103","2020-06-03T19:00:00.000","1.1","GORGONA GUAPI","CAUCA","GUAPI","GUAVIARE","2.963","-78.174","Velocidad Viento (10 min)","m/s"
"0021205516","0103","2020-06-03T00:00:00.000","1.852","NEGRETE  - AUT","CUNDINAMARCA","PACHO","ALTO MAGDALENA","5.173","-73.852","Velocidad Viento (10 min)","m/s"
"0012025040","0103","2020-06-03T11:40:00.000","1.4","TURBO - AUT","ANTIOQUIA","TURBO","CARIBE - LITORAL","8.091805556","-76.71633333","Velocidad Viento (10 min)","m/s"
"0014015010","0103","2020-06-03T02:10:00.000","0","GALERAZAMBA  - AUT","BOLIVAR","SANTA CATALINA","CARIBE - LITORAL","10.79416667","-75.26055556","Velocidad Viento (10 min)","m/s"
"0051035020","0103","2020-06-03T03:00:00.000","0.5","CCCP DL PACIFICO","NARIÑO","TUMACO","MIRA","1.819166667","-78.73","Velocidad Viento (10 min)","m/s"
"0021055501","0103","2020-06-03T13:10:00.000","2.72986","SIMON CAMPOS  - AUT","HUILA","LA PLATA","ALTO MAGDALENA","2.345830556","-75.87805556","Velocidad Viento (10 min)","m/s"
"0026125503","0103","2020-06-03T05:45:00.000","0.4496524","LA SIRENA  - AUT","VALLE DEL CAUCA","SEVILLA","CAUCA","4.285","-75.9025","Velocidad Viento (10 min)","m/s"
"0023065506","0103","2020-06-03T06:40:00.000","2.05","BELLAVISTA  - AUT","CUNDINAMARCA","FACATATIVÁ","ALTO MAGDALENA","4.861","-74.405","Velocidad Viento (10 min)","m/s"
"0016015110","0103","2020-06-03T01:20:00.000","0.5","UNIVERSIDAD FRANCISO DE PAULA SANTANDER - AUT","NORTE DE SANTANDER","CÚCUTA","CATATUMBO","7.898777778","-72.48716667","Velocidad Viento (10 min)","m/s"
"0024015508","0103","2020-06-03T09:50:00.000","0.447","HACIENDA LA MESA  - AUT","CUNDINAMARCA","PASCA","ALTO MAGDALENA","4.308","-74.282","Velocidad Viento (10 min)","m/s"
"0026015050","0103","2020-06-03T09:00:00.000","3.8","PALETARA  - AUT","CAUCA","PURACÉ (COCONUCO)","CAUCA","2.191722222","-76.48202778","Velocidad Viento (10 min)","m/s"
"0046035010","0103","2020-06-03T08:30:00.000","2.4","MAGUARE - AUT","CAQUETA","EL DONCELLO","CAGUÁN","1.640222222","-75.16266667","Velocidad Viento (10 min)","m/s"
"0016025503","0103","2020-06-03T20:05:00.000","1.868225","GRAMALOTE  - AUT","NORTE DE SANTANDER","GRAMALOTE","CATATUMBO","7.923163889","-72.83375556","Velocidad Viento (10 min)","m/s"
"0026155505","0103","2020-06-03T02:15:00.000","0.01691293","GRANJA LUKER  - AUT","CALDAS","PALESTINA","CAUCA","5.070275","-75.68555278","Velocidad Viento (10 min)","m/s"
"0021065501","0103","2020-06-03T04:55:00.000","1.248278","JORGE VILLAMIL  - AUT","HUILA","GIGANTE","ALTO MAGDALENA","2.325552778","-75.50972222","Velocidad Viento (10 min)","m/s"
"0023065502","0103","2020-06-03T05:55:00.000","0","LA PALMA  - AUT","CUNDINAMARCA","LA PALMA","MEDIO MAGDALENA","5.330266667","-74.40156111","Velocidad Viento (10 min)","m/s"
"0024015507","0103","2020-06-03T09:30:00.000","1.23","OJO DE AGUA  - AUT","CUNDINAMARCA","SIMIJACA","SOGAMOSO","5.392","-73.854","Velocidad Viento (10 min)","m/s"
"1303500074","0103","2020-06-03T09:30:00.000","2.5","LOMA VERDE - AUT","CORDOBA","MONTERÍA","SINÚ","8.508777778","-76.175416667","Velocidad Viento (10 min)","m/s"
"3507500046","0103","2020-06-03T21:50:00.000","0.5","GRANJA GUAYATA - AUT","BOYACÁ","GUAYATÁ","META","4.976083333","-73.484027778","Velocidad Viento (10 min)","m/s"
"0023125140","0103","2020-06-03T02:10:00.000","1.3","AEROPUERTO FURATENA  - AUT","BOYACÁ","QUÍPAMA","MEDIO MAGDALENA","5.520833333","-74.18241667","Velocidad Viento (10 min)","m/s"
"0023085270","0103","2020-06-03T13:30:00.000","2.1","APTO J.M CORDOVA TX GPRS","ANTIOQUIA","RIONEGRO","MEDIO MAGDALENA","6.169","-75.426","Velocidad Viento (10 min)","m/s"
"0051035020","0103","2020-06-03T06:10:00.000","0.4","CCCP DL PACIFICO","NARIÑO","TUMACO","MIRA","1.819166667","-78.73","Velocidad Viento (10 min)","m/s"
"0023190130","0103","2020-06-03T03:50:00.000","0.5","TONA  - AUT","SANTANDER","TONA","MEDIO MAGDALENA","7.196111111","-72.97055556","Velocidad Viento (10 min)","m/s"
"0029045000","0103","2020-06-03T23:10:00.000","0.9","SABANALARGA TX GPRS","ATLÁNTICO","SABANALARGA","BAJO MAGDALENA","10.637","-74.919","Velocidad Viento (10 min)","m/s"
"2120500050","0103","2020-06-03T07:40:00.000","1.9","PARAMO ALTO - AUT","CUNDINAMARCA","COGUA","ALTO MAGDALENA","5.158861111","-74.043444444","Velocidad Viento (10 min)","m/s"
"0026155502","0103","2020-06-03T06:55:00.000","0.002258355","CENICAFE  - AUT","CALDAS","MANIZALES","CAUCA","4.991111111","-75.59749722","Velocidad Viento (10 min)","m/s"
"0015015120","0103","2020-06-03T22:30:00.000","1.4","UNIVERSIDAD TECNOLOGICA  - AUT","MAGDALENA","SANTA MARTA","CARIBE - GUAJIRA","11.22305556","-74.18591667","Velocidad Viento (10 min)","m/s"
"0026065502","0103","2020-06-03T03:30:00.000","0.0870902","TRINIDAD LA  - AUT","CAUCA","PIENDAMÓ","CAUCA","2.750555556","-76.57916667","Velocidad Viento (10 min)","m/s"
"2614500116","0103","2020-06-03T02:50:00.000","1.1","EL JARDIN CUENCA ALTA RIO RISARALDA - AUT","CALDAS","RIOSUCIO","CAUCA","5.532161111","-75.768947222","Velocidad Viento (10 min)","m/s"
"0024015300","0103","2020-06-03T12:10:00.000","1.2","VILLA DE LEIVA  - AUT","BOYACÁ","VILLA DE LEIVA","SOGAMOSO","5.655833333","-73.54394444","Velocidad Viento (10 min)","m/s"
"0035025110","0103","2020-06-03T15:20:00.000","66.7","LA LIBERTAD - AUT","META","VILLAVICENCIO","META","4.057361111","-73.46791667","Velocidad Viento (10 min)","m/s"
"0021205710","0103","2020-06-03T16:00:00.000","1.2","JARDIN BOTANICO  - AUT","BOGOTA","BOGOTA, D.C","ALTO MAGDALENA","4.669333333","-74.10266667","Velocidad Viento (10 min)","m/s"
"0054035501","0103","2020-06-03T15:00:00.000","1.649776","SANTIAGO GUTIERREZ  - AUT","VALLE DEL CAUCA","ARGELIA","SAN JUÁN","4.726388889","-76.11446944","Velocidad Viento (10 min)","m/s"
"0035095120","0103","2020-06-03T01:00:00.000","3.8","AQUITANIA - AUT","BOYACÁ","AQUITANIA","META","5.556638889","-72.88175","Velocidad Viento (10 min)","m/s"
"2901500072","0103","2020-06-03T11:30:00.000","2.7","HOBO - AUT","BOLIVAR","EL CARMÉN DE BOLÍVAR","BAJO MAGDALENA","9.672419444","-75.236458333","Velocidad Viento (10 min)","m/s"
"0052015501","0103","2020-06-03T11:10:00.000","0.6561395","BALBOA  - AUT","CAUCA","BALBOA","PATÍA","2.125191667","-77.19266667","Velocidad Viento (10 min)","m/s"
"0023190130","0103","2020-06-03T08:40:00.000","0.8","TONA  - AUT","SANTANDER","TONA","MEDIO MAGDALENA","7.196111111","-72.97055556","Velocidad Viento (10 min)","m/s"
"0026165501","0103","2020-06-03T06:40:00.000","0.5594204","EL CIPRES  - AUT","CALDAS","SALAMINA","CAUCA","5.433333333","-75.5","Velocidad Viento (10 min)","m/s"
"0022045010","0103","2020-06-03T13:00:00.000","1.7","DEMOSTRACION GRANJA  - AUT","TOLIMA","CHAPARRAL","SALDAÑA","3.722444444","-75.50344444","Velocidad Viento (10 min)","m/s"
"0026085501","0103","2020-06-03T13:15:00.000","0","LA CELIA  - AUT","RISARALDA","LA CELIA","CAUCA","5.001330556","-75.998","Velocidad Viento (10 min)","m/s"
"0015065501","0103","2020-06-03T01:30:00.000","3.3","LA MINA CERREJON  - AUT","LA GUAJIRA","ALBANIA","CARIBE - GUAJIRA","11.13758333","-72.61594444","Velocidad Viento (10 min)","m/s"
"0016035010","0103","2020-06-03T16:20:00.000","0.6","TIBU  - AUT","NORTE DE SANTANDER","TIBÚ","CATATUMBO","8.638333333","-72.72666667","Velocidad Viento (10 min)","m/s"
"2308500068","0103","2020-06-03T11:50:00.000","0.6","SANTUARIO - AUT","ANTIOQUIA","SANTUARIO","MEDIO MAGDALENA","6.133027778","-75.275266667","Velocidad Viento (10 min)","m/s"
"0023195230","0103","2020-06-03T20:40:00.000","1.1","NEOMUNDO - AUT","SANTANDER","BUCARAMANGA","MEDIO MAGDALENA","7.102611111","-73.10730556","Velocidad Viento (10 min)","m/s"
"0035195060","0103","2020-06-03T18:00:00.000","4","PERENCO: TOQUILLA","BOYACÁ","AQUITANIA","META","5.524","-72.791","Velocidad Viento (10 min)","m/s"
"0016055501","0103","2020-06-03T00:50:00.000","2.29378","GABRIEL MARIA  - AUT","NORTE DE SANTANDER","CONVENCIÓN","CATATUMBO","8.412497222","-73.33944167","Velocidad Viento (10 min)","m/s"
"2403500082","0103","2020-06-03T12:20:00.000","3","SIACHOQUE - AUT","BOYACÁ","SIACHOQUE","SOGAMOSO","5.506097222","-73.251052778","Velocidad Viento (10 min)","m/s"
"2614500112","0103","2020-06-03T14:10:00.000","3.2","BELLAVISTA - JESUS MARIA - AUT","CALDAS","ANSERMA","CAUCA","5.275944444","-75.800166667","Velocidad Viento (10 min)","m/s"
"0052020070","0103","2020-06-03T19:30:00.000","0.5","SANTIAGO","CAUCA","SAN SEBASTIÁN","PATÍA","1.814166667","-76.78288889","Velocidad Viento (10 min)","m/s"
"0035215030","0103","2020-06-03T20:50:00.000","0.4","PERENCO: PISBA","BOYACÁ","PISVA","META","5.721","-72.488","Velocidad Viento (10 min)","m/s"
"0011045010","0103","2020-06-03T23:30:00.000","0.3","PR CHOCO: APTO EL CARANO","CHOCO","QUIBDÓ","ATRATO - DARIÉN","5.691","-76.644","Velocidad Viento (10 min)","m/s"
"0026125502","0103","2020-06-03T13:50:00.000","0","CAICEDONIA  - AUT","VALLE DEL CAUCA","CAICEDONIA","CAUCA","4.297558333","-75.86396111","Velocidad Viento (10 min)","m/s"
"0035025501","0103","2020-06-03T16:15:00.000","0","QUETAME  - AUT","CUNDINAMARCA","QUETAME","META","4.297941667","-73.87238889","Velocidad Viento (10 min)","m/s"
"0029035080","0103","2020-06-03T01:40:00.000","0.7","NORMAL MANATI  - AUT","ATLANTICO","MANATÍ","BAJO MAGDALENA","10.45358333","-74.95463889","Velocidad Viento (10 min)","m/s"
"0021165501","0103","2020-06-03T02:10:00.000","2.169471","DOLORES  - AUT","TOLIMA","DOLORES","ALTO MAGDALENA","3.537155556","-74.82982778","Velocidad Viento (10 min)","m/s"
"0054025010","0103","2020-06-03T12:40:00.000","1.6","PR CHOCO: SAN JOSE PALMAR","CHOCÓ","SAN JOSÉ DEL PALMAR","SAN JUÁN","4.898","-76.232","Velocidad Viento (10 min)","m/s"
"0014015080","0103","2020-06-03T16:20:00.000","2","AEROPUERTO RAFAEL NUNEZ","BOLIVAR","CARTAGENA DE INDIAS","CARIBE - LITORAL","10.44725","-75.51602778","Velocidad Viento (10 min)","m/s"
"0035235040","0103","2020-06-03T23:00:00.000","0.7","PERENCO - TRINIDAD METEO","CASANARE","TRINIDAD","<nil>","5.419","-71.666","Velocidad Viento (10 min)","m/s"
"2319500043","0103","2020-06-03T17:50:00.000","1.5","FLORIDABLANCA - AUT","SANTANDER","FLORIDABLANCA","MEDIO MAGDALENA","7.0568","-73.1094","Velocidad Viento (10 min)","m/s"
"0016015502","0103","2020-06-03T01:25:00.000","0","BLONAY  - AUT","NORTE DE SANTANDER","CHINÁCOTA","CATATUMBO","7.564997222","-72.62110833","Velocidad Viento (10 min)","m/s"
"0035085070","0103","2020-06-03T01:10:00.000","2.6","SANTA MARIA - AUT","BOYACÁ","SANTA MARÍA","META","4.84125","-73.25669444","Velocidad Viento (10 min)","m/s"
"1111500036","0103","2020-06-03T11:30:00.000","0.6","ABRIAQUI - AUT","ANTIOQUIA","ABRIAQUÍ","ATRATO - DARIÉN","6.6363","-76.070733333","Velocidad Viento (10 min)","m/s"
